"id","cid","invid","pid","delid","inv_date","po_date","do_date"
"349","113","196","0","0","2024-03-29 11:11:36",,"2024-03-29 11:11:36"
"350","113","196","0","0","2024-03-29 11:11:36",,"2024-03-29 11:11:36"
"351","114","197","0","0","2024-04-04 15:18:17",,"2024-04-04 15:18:17"
"352","0","198","0","0","2024-04-06 10:55:56",,"2024-04-06 10:55:56"
"353","73","199","0","0","2024-04-19 11:05:28",,"2024-04-19 11:05:28"
"354","89","200","0","0","2024-04-22 13:20:08",,"2024-04-22 13:20:08"
"355","89","200","0","0","2024-04-22 13:20:08",,"2024-04-22 13:20:08"
"356","89","201","0","0","2024-04-22 13:20:44",,"2024-04-22 13:20:44"
"357","89","201","0","0","2024-04-22 13:20:44",,"2024-04-22 13:20:44"
"358","89","202","0","0","2024-04-22 13:28:45",,"2024-04-22 13:28:45"
"359","67","203","0","0","2024-04-27 10:56:24",,"2024-04-27 10:56:24"
"360","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"361","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"362","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"363","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"364","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"365","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"366","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"367","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"368","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"369","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"370","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"371","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"372","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"373","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"374","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"375","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"376","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"377","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"378","0","204","0","0","2024-04-27 15:24:16",,"2024-04-27 15:24:16"
"379","116","205","0","0","2024-04-29 11:41:22",,"2024-04-29 11:41:22"
"380","116","205","0","0","2024-04-29 11:41:22",,"2024-04-29 11:41:22"
"381","116","205","0","0","2024-04-29 11:41:22",,"2024-04-29 11:41:22"
"382","116","205","0","0","2024-04-29 11:41:22",,"2024-04-29 11:41:22"
"383","116","205","0","0","2024-04-29 11:41:22",,"2024-04-29 11:41:22"
"384","116","205","0","0","2024-04-29 11:41:22",,"2024-04-29 11:41:22"
"385","116","205","0","0","2024-04-29 11:41:22",,"2024-04-29 11:41:22"
"386","116","205","0","0","2024-04-29 11:41:22",,"2024-04-29 11:41:22"
"387","118","206","0","0","2024-04-30 10:30:13",,"2024-04-30 10:30:13"
"388","118","206","0","0","2024-04-30 10:30:13",,"2024-04-30 10:30:13"
"389","118","206","0","0","2024-04-30 10:30:13",,"2024-04-30 10:30:13"
"390","118","206","0","0","2024-04-30 10:30:13",,"2024-04-30 10:30:13"
"391","118","206","0","0","2024-04-30 10:30:13",,"2024-04-30 10:30:13"
"392","118","206","0","0","2024-04-30 10:30:13",,"2024-04-30 10:30:13"
"393","118","206","0","0","2024-04-30 10:30:13",,"2024-04-30 10:30:13"
"394","118","206","0","0","2024-04-30 10:30:13",,"2024-04-30 10:30:13"
"395","119","207","0","0","2024-05-02 11:25:38",,"2024-05-02 11:25:38"
"396","86","208","0","0","2024-05-04 14:59:43",,"2024-05-04 14:59:43"
"397","86","208","0","0","2024-05-04 14:59:43",,"2024-05-04 14:59:43"
"398","86","208","0","0","2024-05-04 14:59:43",,"2024-05-04 14:59:43"
"399","86","208","0","0","2024-05-04 14:59:43",,"2024-05-04 14:59:43"
"400","61","209","0","0","2024-05-06 09:52:25",,"2024-05-06 09:52:25"
"401","73","210","0","0","2024-05-07 10:50:43",,"2024-05-07 10:50:43"
"402","73","211","0","0","2024-05-07 10:53:05",,"2024-05-07 10:53:05"
"403","120","212","0","0","2024-05-10 16:37:08",,"2024-05-10 16:37:08"
"404","120","212","0","0","2024-05-10 16:37:08",,"2024-05-10 16:37:08"
"405","120","212","0","0","2024-05-10 16:37:08",,"2024-05-10 16:37:08"
"406","87","217","0","0","2024-05-13 12:05:24",,"2024-05-13 12:05:24"
"407","87","217","0","0","2024-05-13 12:05:24",,"2024-05-13 12:05:24"
"408","87","217","0","0","2024-05-13 12:05:24",,"2024-05-13 12:05:24"
"409","87","217","0","0","2024-05-13 12:05:24",,"2024-05-13 12:05:24"
"410","102","218","0","0","2024-05-14 16:56:43",,"2024-05-14 16:56:43"
"411","102","218","0","0","2024-05-14 16:56:43",,"2024-05-14 16:56:43"
"412","102","218","0","0","2024-05-14 16:56:43",,"2024-05-14 16:56:43"
"413","102","218","0","0","2024-05-14 16:56:43",,"2024-05-14 16:56:43"
"414","102","218","0","0","2024-05-14 16:56:43",,"2024-05-14 16:56:43"
"415","102","218","0","0","2024-05-14 16:56:43",,"2024-05-14 16:56:43"
"416","102","218","0","0","2024-05-14 16:56:43",,"2024-05-14 16:56:43"
"417","123","219","0","0","2024-05-15 09:55:50",,"2024-05-15 09:55:50"
"418","123","219","0","0","2024-05-15 09:55:50",,"2024-05-15 09:55:50"
"419","123","219","0","0","2024-05-15 09:55:50",,"2024-05-15 09:55:50"
"420","123","219","0","0","2024-05-15 09:55:50",,"2024-05-15 09:55:50"
"421","123","219","0","0","2024-05-15 09:55:50",,"2024-05-15 09:55:50"
"422","123","219","0","0","2024-05-15 09:55:50",,"2024-05-15 09:55:50"
"423","123","219","0","0","2024-05-15 09:55:50",,"2024-05-15 09:55:50"
"424","123","219","0","0","2024-05-15 09:55:50",,"2024-05-15 09:55:50"
"425","123","219","0","0","2024-05-15 09:55:50",,"2024-05-15 09:55:50"
"426","125","220","0","0","2024-05-15 10:26:00",,"2024-05-15 10:26:00"
"427","125","220","0","0","2024-05-15 10:26:00",,"2024-05-15 10:26:00"
"428","125","221","0","0","2024-05-15 10:29:08",,"2024-05-15 10:29:08"
"429","125","221","0","0","2024-05-15 10:29:08",,"2024-05-15 10:29:08"
"430","126","222","0","0","2024-05-17 16:15:25",,"2024-05-17 16:15:25"
"431","126","222","0","0","2024-05-17 16:15:25",,"2024-05-17 16:15:25"
"432","126","222","0","0","2024-05-17 16:15:25",,"2024-05-17 16:15:25"
"433","126","222","0","0","2024-05-17 16:15:25",,"2024-05-17 16:15:25"
"434","126","222","0","0","2024-05-17 16:15:25",,"2024-05-17 16:15:25"
"435","126","222","0","0","2024-05-17 16:15:25",,"2024-05-17 16:15:25"
"436","126","222","0","0","2024-05-17 16:15:25",,"2024-05-17 16:15:25"
"437","126","222","0","0","2024-05-17 16:15:25",,"2024-05-17 16:15:25"
"438","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"439","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"440","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"441","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"442","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"443","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"444","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"445","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"446","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"447","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"448","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"449","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"450","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"451","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"452","127","223","0","0","2024-05-18 10:32:15",,"2024-05-18 10:32:15"
"453","73","224","0","0","2024-05-22 16:49:55",,"2024-05-22 16:49:55"
"454","73","224","0","0","2024-05-22 16:49:55",,"2024-05-22 16:49:55"
"455","73","224","0","0","2024-05-22 16:49:55",,"2024-05-22 16:49:55"
"456","87","225","0","0","2024-05-23 16:43:32",,"2024-05-23 16:43:32"
"457","87","225","0","0","2024-05-23 16:43:32",,"2024-05-23 16:43:32"
"458","87","225","0","0","2024-05-23 16:43:32",,"2024-05-23 16:43:32"
"459","87","225","0","0","2024-05-23 16:43:32",,"2024-05-23 16:43:32"
"460","87","225","0","0","2024-05-23 16:43:32",,"2024-05-23 16:43:32"
"461","87","225","0","0","2024-05-23 16:43:32",,"2024-05-23 16:43:32"
"462","87","226","0","0","2024-05-24 09:53:11",,"2024-05-24 09:53:11"
"463","87","226","0","0","2024-05-24 09:53:11",,"2024-05-24 09:53:11"
"464","87","226","0","0","2024-05-24 09:53:11",,"2024-05-24 09:53:11"
"465","87","226","0","0","2024-05-24 09:53:11",,"2024-05-24 09:53:11"
"466","87","226","0","0","2024-05-24 09:53:11",,"2024-05-24 09:53:11"
"467","87","226","0","0","2024-05-24 09:53:11",,"2024-05-24 09:53:11"
"468","87","226","0","0","2024-05-24 09:53:11",,"2024-05-24 09:53:11"
"469","87","226","0","0","2024-05-24 09:53:11",,"2024-05-24 09:53:11"
"470","109","227","0","0","2024-05-24 11:09:51",,"2024-05-24 11:09:51"
"471","109","227","0","0","2024-05-24 11:09:51",,"2024-05-24 11:09:51"
"472","109","227","0","0","2024-05-24 11:09:51",,"2024-05-24 11:09:51"
"473","93","228","0","0","2024-05-24 12:44:23",,"2024-05-24 12:44:23"
"474","93","228","0","0","2024-05-24 12:44:23",,"2024-05-24 12:44:23"
"475","128","229","0","0","2024-05-24 15:46:57",,"2024-05-24 15:46:57"
"476","61","230","0","0","2024-05-27 10:31:22",,"2024-05-27 10:31:22"
"477","61","230","0","0","2024-05-27 10:31:22",,"2024-05-27 10:31:22"
"478","129","231","0","0","2024-05-28 11:48:25",,"2024-05-28 11:48:25"
"479","124","232","0","0","2024-05-28 15:29:37",,"2024-05-28 15:29:37"
"480","86","233","0","0","2024-05-30 12:36:40",,"2024-05-30 12:36:40"
"481","130","234","0","0","2024-05-31 14:43:52",,"2024-05-31 14:43:52"
"482","82","235","0","0","2024-06-04 17:12:06",,"2024-06-04 17:12:06"
"483","82","235","0","0","2024-06-04 17:12:06",,"2024-06-04 17:12:06"
"484","82","235","0","0","2024-06-04 17:12:06",,"2024-06-04 17:12:06"
"485","82","235","0","0","2024-06-04 17:12:06",,"2024-06-04 17:12:06"
"486","82","235","0","0","2024-06-04 17:12:06",,"2024-06-04 17:12:06"
"487","131","236","0","0","2024-06-05 12:27:29",,"2024-06-05 12:27:29"
"488","73","237","0","0","2024-06-05 16:32:25",,"2024-06-05 16:32:25"
"489","73","237","0","0","2024-06-05 16:32:25",,"2024-06-05 16:32:25"
"490","73","237","0","0","2024-06-05 16:32:25",,"2024-06-05 16:32:25"
"491","73","237","0","0","2024-06-05 16:32:25",,"2024-06-05 16:32:25"
"492","73","237","0","0","2024-06-05 16:32:25",,"2024-06-05 16:32:25"
"493","102","238","0","0","2024-06-07 14:45:23",,"2024-06-07 14:45:23"
"494","132","239","0","0","2024-06-07 14:53:08",,"2024-06-07 14:53:08"
"495","132","239","0","0","2024-06-07 14:53:08",,"2024-06-07 14:53:08"
"496","132","239","0","0","2024-06-07 14:53:08",,"2024-06-07 14:53:08"
"497","122","240","0","0","2024-06-08 11:01:52",,"2024-06-08 11:01:52"
"498","122","240","0","0","2024-06-08 11:01:52",,"2024-06-08 11:01:52"
"499","60","241","0","0","2024-06-08 13:59:58",,"2024-06-08 13:59:58"
"500","60","241","0","0","2024-06-08 13:59:58",,"2024-06-08 13:59:58"
"501","133","242","0","0","2024-06-10 13:33:20",,"2024-06-10 13:33:20"
"502","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"503","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"504","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"505","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"506","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"507","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"508","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"509","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"510","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"511","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"512","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"513","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"514","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"515","123","243","0","0","2024-06-12 17:00:49",,"2024-06-12 17:00:49"
"516","134","244","0","0","2024-06-13 09:57:18",,"2024-06-13 09:57:18"
"517","134","244","0","0","2024-06-13 09:57:18",,"2024-06-13 09:57:18"
"518","134","244","0","0","2024-06-13 09:57:18",,"2024-06-13 09:57:18"
"519","134","244","0","0","2024-06-13 09:57:18",,"2024-06-13 09:57:18"
"520","134","244","0","0","2024-06-13 09:57:18",,"2024-06-13 09:57:18"
"521","134","244","0","0","2024-06-13 09:57:18",,"2024-06-13 09:57:18"
"522","134","244","0","0","2024-06-13 09:57:18",,"2024-06-13 09:57:18"
"523","134","244","0","0","2024-06-13 09:57:18",,"2024-06-13 09:57:18"
"524","134","245","0","0","2024-06-13 09:59:16",,"2024-06-13 09:59:16"
"525","134","245","0","0","2024-06-13 09:59:16",,"2024-06-13 09:59:16"
"526","135","246","0","0","2024-06-13 12:43:52",,"2024-06-13 12:43:52"
"527","135","246","0","0","2024-06-13 12:43:52",,"2024-06-13 12:43:52"
"528","73","247","0","0","2024-06-13 12:58:10",,"2024-06-13 12:58:10"
"529","73","247","0","0","2024-06-13 12:58:10",,"2024-06-13 12:58:10"
"530","73","247","0","0","2024-06-13 12:58:10",,"2024-06-13 12:58:10"
"531","73","247","0","0","2024-06-13 12:58:10",,"2024-06-13 12:58:10"
"532","73","247","0","0","2024-06-13 12:58:10",,"2024-06-13 12:58:10"
"533","73","247","0","0","2024-06-13 12:58:10",,"2024-06-13 12:58:10"
"534","73","247","0","0","2024-06-13 12:58:10",,"2024-06-13 12:58:10"
"535","73","247","0","0","2024-06-13 12:58:10",,"2024-06-13 12:58:10"
"536","73","247","0","0","2024-06-13 12:58:10",,"2024-06-13 12:58:10"
"537","73","247","0","0","2024-06-13 12:58:10",,"2024-06-13 12:58:10"
"538","136","248","0","0","2024-06-13 18:18:55",,"2024-06-13 18:18:55"
"539","136","248","0","0","2024-06-13 18:18:55",,"2024-06-13 18:18:55"
"540","123","249","0","0","2024-06-15 14:58:10",,"2024-06-15 14:58:10"
"541","69","250","0","0","2024-06-18 17:00:48",,"2024-06-18 17:00:48"
"542","69","250","0","0","2024-06-18 17:00:48",,"2024-06-18 17:00:48"
"543","69","250","0","0","2024-06-18 17:00:48",,"2024-06-18 17:00:48"
"544","71","251","0","0","2024-06-20 13:04:40",,"2024-06-20 13:04:40"
"545","71","251","0","0","2024-06-20 13:04:40",,"2024-06-20 13:04:40"
"546","71","251","0","0","2024-06-20 13:04:40",,"2024-06-20 13:04:40"
"547","114","252","0","0","2024-06-20 16:15:28",,"2024-06-20 16:15:28"
"548","114","253","0","0","2024-06-20 16:16:29",,"2024-06-20 16:16:29"
"549","137","254","0","0","2024-06-20 16:19:50",,"2024-06-20 16:19:50"
"550","137","254","0","0","2024-06-20 16:19:50",,"2024-06-20 16:19:50"
"551","137","254","0","0","2024-06-20 16:19:50",,"2024-06-20 16:19:50"
"552","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"553","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"554","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"555","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"556","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"557","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"558","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"559","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"560","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"561","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"562","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"563","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"564","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"565","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"566","138","255","0","0","2024-06-21 15:07:29",,"2024-06-21 15:07:29"
"567","73","256","0","0","2024-06-25 14:53:19",,"2024-06-25 14:53:19"
"568","73","256","0","0","2024-06-25 14:53:19",,"2024-06-25 14:53:19"
"569","73","256","0","0","2024-06-25 14:53:19",,"2024-06-25 14:53:19"
"570","55","257","0","0","2024-06-26 17:27:39",,"2024-06-26 17:27:39"
"571","55","257","0","0","2024-06-26 17:27:39",,"2024-06-26 17:27:39"
"572","55","257","0","0","2024-06-26 17:27:39",,"2024-06-26 17:27:39"
"573","55","257","0","0","2024-06-26 17:27:39",,"2024-06-26 17:27:39"
"574","55","257","0","0","2024-06-26 17:27:39",,"2024-06-26 17:27:39"
"575","55","257","0","0","2024-06-26 17:27:39",,"2024-06-26 17:27:39"
"576","109","258","0","0","2024-06-28 11:46:51",,"2024-06-28 11:46:51"
"577","109","258","0","0","2024-06-28 11:46:51",,"2024-06-28 11:46:51"
"578","109","258","0","0","2024-06-28 11:46:51",,"2024-06-28 11:46:51"
"579","109","258","0","0","2024-06-28 11:46:51",,"2024-06-28 11:46:51"
"580","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"581","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"582","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"583","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"584","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"585","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"586","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"587","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"588","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"589","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"590","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"591","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"592","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"593","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"594","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"595","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"596","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"597","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"598","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"599","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"600","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"601","138","259","0","0","2024-06-28 12:52:49",,"2024-06-28 12:52:49"
"602","135","260","0","0","2024-07-02 14:00:27",,"2024-07-02 14:00:27"
"603","135","260","0","0","2024-07-02 14:00:27",,"2024-07-02 14:00:27"
"604","139","261","0","0","2024-07-03 15:19:48",,"2024-07-03 15:19:48"
"605","139","261","0","0","2024-07-03 15:19:48",,"2024-07-03 15:19:48"
"606","139","261","0","0","2024-07-03 15:19:48",,"2024-07-03 15:19:48"
"607","126","262","0","0","2024-07-05 15:05:53",,"2024-07-05 15:05:53"
"608","126","262","0","0","2024-07-05 15:05:53",,"2024-07-05 15:05:53"
"609","118","263","0","0","2024-07-05 15:14:34",,"2024-07-05 15:14:34"
"610","118","263","0","0","2024-07-05 15:14:34",,"2024-07-05 15:14:34"
"611","118","263","0","0","2024-07-05 15:14:34",,"2024-07-05 15:14:34"
"612","118","263","0","0","2024-07-05 15:14:34",,"2024-07-05 15:14:34"
"613","118","263","0","0","2024-07-05 15:14:34",,"2024-07-05 15:14:34"
"614","118","263","0","0","2024-07-05 15:14:34",,"2024-07-05 15:14:34"
"615","118","263","0","0","2024-07-05 15:14:34",,"2024-07-05 15:14:34"
"616","122","264","0","0","2024-07-06 12:44:16",,"2024-07-06 12:44:16"
"617","109","265","0","0","2024-07-10 16:14:17",,"2024-07-10 16:14:17"
"618","73","266","0","0","2024-07-11 09:55:32",,"2024-07-11 09:55:32"
"619","73","266","0","0","2024-07-11 09:55:32",,"2024-07-11 09:55:32"
"620","73","266","0","0","2024-07-11 09:55:32",,"2024-07-11 09:55:32"
"621","73","266","0","0","2024-07-11 09:55:32",,"2024-07-11 09:55:32"
"622","73","266","0","0","2024-07-11 09:55:32",,"2024-07-11 09:55:32"
"623","73","266","0","0","2024-07-11 09:55:32",,"2024-07-11 09:55:32"
"624","73","266","0","0","2024-07-11 09:55:32",,"2024-07-11 09:55:32"
"625","73","266","0","0","2024-07-11 09:55:32",,"2024-07-11 09:55:32"
"626","73","266","0","0","2024-07-11 09:55:32",,"2024-07-11 09:55:32"
"627","73","266","0","0","2024-07-11 09:55:32",,"2024-07-11 09:55:32"
"628","140","267","0","0","2024-07-11 14:19:40",,"2024-07-11 14:19:40"
"629","140","267","0","0","2024-07-11 14:19:40",,"2024-07-11 14:19:40"
"630","140","267","0","0","2024-07-11 14:19:40",,"2024-07-11 14:19:40"
"631","140","267","0","0","2024-07-11 14:19:40",,"2024-07-11 14:19:40"
"632","140","267","0","0","2024-07-11 14:19:40",,"2024-07-11 14:19:40"
"633","140","267","0","0","2024-07-11 14:19:40",,"2024-07-11 14:19:40"
"634","140","267","0","0","2024-07-11 14:19:40",,"2024-07-11 14:19:40"
"635","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"636","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"637","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"638","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"639","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"640","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"641","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"642","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"643","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"644","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"645","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"646","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"647","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"648","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"649","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"650","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"651","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"652","135","268","0","0","2024-07-11 14:42:27",,"2024-07-11 14:42:27"
"653","141","269","0","0","2024-07-11 14:46:15",,"2024-07-11 14:46:15"
"654","141","269","0","0","2024-07-11 14:46:15",,"2024-07-11 14:46:15"
"655","141","269","0","0","2024-07-11 14:46:15",,"2024-07-11 14:46:15"
"656","141","269","0","0","2024-07-11 14:46:15",,"2024-07-11 14:46:15"
"657","141","269","0","0","2024-07-11 14:46:15",,"2024-07-11 14:46:15"
"658","142","270","0","0","2024-07-11 14:48:21",,"2024-07-11 14:48:21"
"659","142","270","0","0","2024-07-11 14:48:21",,"2024-07-11 14:48:21"
"660","142","270","0","0","2024-07-11 14:48:21",,"2024-07-11 14:48:21"
"661","143","271","0","0","2024-07-11 14:51:20",,"2024-07-11 14:51:20"
"662","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"663","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"664","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"665","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"666","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"667","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"668","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"669","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"670","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"671","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"672","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"673","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"674","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"675","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"676","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"677","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"678","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"679","135","272","0","0","2024-07-15 11:39:27",,"2024-07-15 11:39:27"
"680","83","273","0","0","2024-07-15 12:22:40",,"2024-07-15 12:22:40"
"681","83","273","0","0","2024-07-15 12:22:40",,"2024-07-15 12:22:40"
"682","83","273","0","0","2024-07-15 12:22:40",,"2024-07-15 12:22:40"
"683","83","273","0","0","2024-07-15 12:22:40",,"2024-07-15 12:22:40"
"684","83","273","0","0","2024-07-15 12:22:40",,"2024-07-15 12:22:40"
"685","83","273","0","0","2024-07-15 12:22:40",,"2024-07-15 12:22:40"
"686","83","273","0","0","2024-07-15 12:22:40",,"2024-07-15 12:22:40"
"687","83","273","0","0","2024-07-15 12:22:40",,"2024-07-15 12:22:40"
"688","83","273","0","0","2024-07-15 12:22:40",,"2024-07-15 12:22:40"
"689","83","273","0","0","2024-07-15 12:22:40",,"2024-07-15 12:22:40"
"690","60","274","0","0","2024-07-15 16:12:43",,"2024-07-15 16:12:43"
"691","60","274","0","0","2024-07-15 16:12:43",,"2024-07-15 16:12:43"
"692","60","274","0","0","2024-07-15 16:12:43",,"2024-07-15 16:12:43"
"693","60","274","0","0","2024-07-15 16:12:43",,"2024-07-15 16:12:43"
"694","60","274","0","0","2024-07-15 16:12:43",,"2024-07-15 16:12:43"
"695","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"696","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
"697","144","275","0","0","2024-07-17 09:48:38",,"2024-07-17 09:48:38"
